Fund Holdings as of,"05/Apr/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.09","46.11","70,467.00","3,249,233.37","3,249,233.37","Financials","US87161C5013","New York Stock Exchange Inc.","United States","USD"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.09","47.04","69,026.00","3,246,983.04","3,246,983.04","Financials","US32020R1095","NASDAQ","United States","USD"
"LPX","LOUISIANA PACIFIC CORP","Equity","0.09","59.63","54,430.00","3,245,660.90","3,245,660.90","Materials","US5463471053","New York Stock Exchange Inc.","United States","USD"
"AIRC","APARTMENT INCOME REIT CORP","Equity","0.09","42.54","76,172.00","3,240,356.88","3,240,356.88","Real Estate","US03750L1098","New York Stock Exchange Inc.","United States","USD"
"TFII","TFI INTERNATIONAL INC","Equity","0.09","75.84","42,726.00","3,240,329.46","3,240,329.46","Industrials","CA87241L1094","Toronto Stock Exchange","Canada","CAD"
"ITV","ITV PLC","Equity","0.08","1.69","1,910,918.00","3,233,709.52","3,233,709.52","Communication","GB0033986497","London Stock Exchange","United Kingdom","GBP"
"JEF","JEFFERIES FINANCIAL GROUP INC","Equity","0.08","30.34","106,513.00","3,231,604.42","3,231,604.42","Financials","US47233W1099","New York Stock Exchange Inc.","United States","USD"
"MRTX","MIRATI THERAPEUTICS INC","Equity","0.08","176.98","18,227.00","3,225,814.46","3,225,814.46","Health Care","US60468T1051","NASDAQ","United States","USD"
"GPS","GAP INC","Equity","0.08","30.26","106,415.00","3,220,117.90","3,220,117.90","Consumer Discretionary","US3647601083","New York Stock Exchange Inc.","United States","USD"
"RMV","RIGHTMOVE PLC","Equity","0.08","8.27","388,766.00","3,217,026.44","3,217,026.44","Communication","GB00BGDT3G23","London Stock Exchange","United Kingdom","GBP"
"MAT","MATTEL INC","Equity","0.08","20.46","156,693.00","3,205,938.78","3,205,938.78","Consumer Discretionary","US5770811025","NASDAQ","United States","USD"
"6976","TAIYO YUDEN LTD","Equity","0.08","50.03","64,000.00","3,201,888.59","3,201,888.59","Information Technology","JP3452000007","Tokyo Stock Exchange","Japan","JPY"
"LFUS","LITTELFUSE INC","Equity","0.08","271.82","11,718.00","3,185,186.76","3,185,186.76","Information Technology","US5370081045","NASDAQ","United States","USD"
"UNM","UNUM","Equity","0.08","27.82","113,604.00","3,160,463.28","3,160,463.28","Financials","US91529Y1064","New York Stock Exchange Inc.","United States","USD"
"RGLD","ROYAL GOLD INC","Equity","0.08","110.71","28,542.00","3,159,884.82","3,159,884.82","Materials","US7802871084","NASDAQ","United States","USD"
"WWD","WOODWARD INC","Equity","0.08","123.40","25,584.00","3,157,065.60","3,157,065.60","Industrials","US9807451037","NASDAQ","United States","USD"
"MDU","MDU RESOURCES GROUP INC","Equity","0.08","31.93","98,657.00","3,150,118.01","3,150,118.01","Utilities","US5526901096","New York Stock Exchange Inc.","United States","USD"
"LEG","LEGGETT & PLATT INC","Equity","0.08","46.85","66,520.00","3,116,462.00","3,116,462.00","Consumer Discretionary","US5246601075","New York Stock Exchange Inc.","United States","USD"
"PRI","PRIMERICA INC","Equity","0.08","153.26","20,329.00","3,115,622.54","3,115,622.54","Financials","US74164M1080","New York Stock Exchange Inc.","United States","USD"
"XLRN","ACCELERON PHARMA INC","Equity","0.08","140.02","22,129.00","3,098,502.58","3,098,502.58","Health Care","US00434H1086","NASDAQ","United States","USD"
"MSTR","MICROSTRATEGY INC CLASS A","Equity","0.08","720.55","4,299.00","3,097,644.45","3,097,644.45","Information Technology","US5949724083","NASDAQ","United States","USD"
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.08","57.89","53,467.00","3,095,204.63","3,095,204.63","Financials","US31847R1023","New York Stock Exchange Inc.","United States","USD"
"APA","APA CORP","Equity","0.08","17.54","175,895.00","3,085,198.30","3,085,198.30","Energy","US03743Q1085","NASDAQ","United States","USD"
"LSTR","LANDSTAR SYSTEM INC","Equity","0.08","169.81","18,145.00","3,081,202.45","3,081,202.45","Industrials","US5150981018","NASDAQ","United States","USD"
"EMBRAC B","EMBRACER GROUP","Equity","0.08","28.18","109,293.00","3,080,019.00","3,080,019.00","Communication","SE0013121589","Nasdaq Omx Nordic","Sweden","SEK"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.08","173.00","17,759.00","3,072,307.00","3,072,307.00","Consumer Discretionary","US57164Y1073","New York Stock Exchange Inc.","United States","USD"
"PLNT","PLANET FITNESS INC CLASS A","Equity","0.08","79.76","38,470.00","3,068,367.20","3,068,367.20","Consumer Discretionary","US72703H1014","New York Stock Exchange Inc.","United States","USD"
"FRPT","FRESHPET INC","Equity","0.08","165.37","18,462.00","3,053,060.94","3,053,060.94","Consumer Staples","US3580391056","NASDAQ","United States","USD"
"FSLR","FIRST SOLAR INC","Equity","0.08","83.12","36,676.00","3,048,509.12","3,048,509.12","Information Technology","US3364331070","NASDAQ","United States","USD"
"TMX","TERMINIX GLOBAL HOLDINGS INC","Equity","0.08","48.60","62,617.00","3,043,186.20","3,043,186.20","Consumer Discretionary","US88087E1001","New York Stock Exchange Inc.","United States","USD"
"BME","B&M EUROPEAN VALUE RETAIL SA","Equity","0.08","7.41","409,749.00","3,037,703.55","3,037,703.55","Consumer Discretionary","LU1072616219","London Stock Exchange","United Kingdom","GBP"
"SLAB","SILICON LABORATORIES INC","Equity","0.08","149.75","20,269.00","3,035,282.75","3,035,282.75","Information Technology","US8269191024","NASDAQ","United States","USD"
"FATE","FATE THERAPEUTICS INC","Equity","0.08","83.66","36,248.00","3,032,507.68","3,032,507.68","Health Care","US31189P1021","NASDAQ","United States","USD"
"NXST","NEXSTAR MEDIA GROUP INC CLASS A","Equity","0.08","141.41","21,415.00","3,028,295.15","3,028,295.15","Communication","US65336K1034","NASDAQ","United States","USD"
"LSI","LIFE STORAGE INC","Equity","0.08","88.26","34,230.00","3,021,139.80","3,021,139.80","Real Estate","US53223X1072","New York Stock Exchange Inc.","United States","USD"
"OLN","OLIN CORP","Equity","0.08","39.62","76,235.00","3,020,430.70","3,020,430.70","Materials","US6806652052","New York Stock Exchange Inc.","United States","USD"
"EME","EMCOR GROUP INC","Equity","0.08","114.25","26,342.00","3,009,573.50","3,009,573.50","Industrials","US29084Q1004","New York Stock Exchange Inc.","United States","USD"
"CNXC","CONCENTRIX CORP","Equity","0.08","150.00","19,942.00","2,991,300.00","2,991,300.00","Information Technology","US20602D1019","NASDAQ","United States","USD"
"AYI","ACUITY BRANDS INC","Equity","0.08","171.60","17,413.00","2,988,070.80","2,988,070.80","Industrials","US00508Y1029","New York Stock Exchange Inc.","United States","USD"
"HFC","HOLLYFRONTIER CORP","Equity","0.08","36.99","80,474.00","2,976,733.26","2,976,733.26","Energy","US4361061082","New York Stock Exchange Inc.","United States","USD"
"CLGX","CORELOGIC INC","Equity","0.08","79.58","37,354.00","2,972,631.32","2,972,631.32","Industrials","US21871D1037","New York Stock Exchange Inc.","United States","USD"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.08","72.08","41,212.00","2,970,560.96","2,970,560.96","Real Estate","US78440X8048","New York Stock Exchange Inc.","United States","USD"
"POST","POST HOLDINGS INC","Equity","0.08","107.74","27,522.00","2,965,220.28","2,965,220.28","Consumer Staples","US7374461041","New York Stock Exchange Inc.","United States","USD"
"COHR","COHERENT INC","Equity","0.08","259.89","11,404.00","2,963,785.56","2,963,785.56","Information Technology","US1924791031","NASDAQ","United States","USD"
"INDT","INDUTRADE","Equity","0.08","23.52","125,352.00","2,948,375.39","2,948,375.39","Industrials","SE0001515552","Nasdaq Omx Nordic","Sweden","SEK"
"BWXT","BWX TECHNOLOGIES INC","Equity","0.08","67.88","43,406.00","2,946,399.28","2,946,399.28","Industrials","US05605H1005","New York Stock Exchange Inc.","United States","USD"
"OVV","OVINTIV INC","Equity","0.08","23.90","123,240.00","2,945,436.00","2,945,436.00","Energy","US69047Q1022","New York Stock Exchange Inc.","Canada","USD"
"RL","RALPH LAUREN CORP CLASS A","Equity","0.08","123.31","23,887.00","2,945,505.97","2,945,505.97","Consumer Discretionary","US7512121010","New York Stock Exchange Inc.","United States","USD"
"TXRH","TEXAS ROADHOUSE INC","Equity","0.08","96.90","30,295.00","2,935,585.50","2,935,585.50","Consumer Discretionary","US8826811098","NASDAQ","United States","USD"
"RDFN","REDFIN CORP","Equity","0.08","66.39","44,196.00","2,934,172.44","2,934,172.44","Real Estate","US75737F1084","NASDAQ","United States","USD"
"INGR","INGREDION INC","Equity","0.08","90.17","32,530.00","2,933,230.10","2,933,230.10","Consumer Staples","US4571871023","New York Stock Exchange Inc.","United States","USD"
"SON","SONOCO PRODUCTS","Equity","0.08","64.81","45,206.00","2,929,800.86","2,929,800.86","Materials","US8354951027","New York Stock Exchange Inc.","United States","USD"
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.08","256.24","11,432.00","2,929,335.68","2,929,335.68","Industrials","US1271903049","New York Stock Exchange Inc.","United States","USD"
"TREL B","TRELLEBORG B","Equity","0.08","25.23","115,390.00","2,911,423.70","2,911,423.70","Industrials","SE0000114837","Nasdaq Omx Nordic","Sweden","SEK"
"TRIP","TRIPADVISOR INC","Equity","0.08","56.79","51,212.00","2,908,329.48","2,908,329.48","Communication","US8969452015","NASDAQ","United States","USD"
"VLY","VALLEY NATIONAL","Equity","0.08","13.81","210,459.00","2,906,438.79","2,906,438.79","Financials","US9197941076","NASDAQ","United States","USD"
"SAIA","SAIA INC","Equity","0.08","239.63","12,106.00","2,900,960.78","2,900,960.78","Industrials","US78709Y1055","NASDAQ","United States","USD"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Equity","0.08","46.74","61,989.00","2,897,365.86","2,897,365.86","Consumer Staples","US05550J1016","New York Stock Exchange Inc.","United States","USD"
"HOG","HARLEY DAVIDSON INC","Equity","0.08","40.75","70,792.00","2,884,774.00","2,884,774.00","Consumer Discretionary","US4128221086","New York Stock Exchange Inc.","United States","USD"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Equity","0.08","109.26","26,374.00","2,881,623.24","2,881,623.24","Industrials","US00790R1041","New York Stock Exchange Inc.","United States","USD"
"PLAN","ANAPLAN INC","Equity","0.08","55.34","52,041.00","2,879,948.94","2,879,948.94","Information Technology","US03272L1089","New York Stock Exchange Inc.","United States","USD"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","Equity","0.08","86.69","33,165.00","2,875,252.21","2,875,252.21","Information Technology","NL0012866412","Euronext Amsterdam","Netherlands","EUR"
"MGGT","MEGGITT PLC","Equity","0.08","6.81","421,800.00","2,874,466.51","2,874,466.51","Industrials","GB0005758098","London Stock Exchange","United Kingdom","GBP"
"RDN","RADIAN GROUP INC","Equity","0.08","23.60","121,801.00","2,874,503.60","2,874,503.60","Financials","US7502361014","New York Stock Exchange Inc.","United States","USD"
"ECM","ELECTROCOMPONENTS PLC","Equity","0.08","14.06","204,395.00","2,873,839.08","2,873,839.08","Industrials","GB0003096442","London Stock Exchange","United Kingdom","GBP"
"SRCL","STERICYCLE INC","Equity","0.08","68.37","41,983.00","2,870,377.71","2,870,377.71","Industrials","US8589121081","NASDAQ","United States","USD"
"GETI B","GETINGE B","Equity","0.08","27.88","102,893.00","2,868,949.45","2,868,949.45","Health Care","SE0000202624","Nasdaq Omx Nordic","Sweden","SEK"
"RMG","ROYAL MAIL PLC","Equity","0.08","6.74","423,944.00","2,858,449.01","2,858,449.01","Industrials","GB00BDVZYZ77","London Stock Exchange","United Kingdom","GBP"
"VRT","VERTIV HOLDINGS CLASS A","Equity","0.08","20.97","136,291.00","2,858,022.27","2,858,022.27","Industrials","US92537N1081","New York Stock Exchange Inc.","United States","USD"
"WSC","WILLSCOT MOBILE MINI HOLDINGS CORP","Equity","0.08","29.09","98,179.00","2,856,518.00","2,856,518.00","Industrials","US9713781048","NASDAQ","United States","USD"
"ACC","AMERICAN CAMPUS COMMUNITIES REIT I","Equity","0.08","44.06","64,808.00","2,855,440.48","2,855,440.48","Real Estate","US0248351001","New York Stock Exchange Inc.","United States","USD"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Equity","0.07","34.53","82,591.00","2,851,867.23","2,851,867.23","Health Care","US69404D1081","NASDAQ","United States","USD"
"OZL","OZ MINERALS LTD","Equity","0.07","17.73","159,795.00","2,833,522.25","2,833,522.25","Materials","AU000000OZL8","Asx - All Markets","Australia","AUD"
"RXN","REXNORD CORP","Equity","0.07","48.45","58,412.00","2,830,061.40","2,830,061.40","Industrials","US76169B1026","New York Stock Exchange Inc.","United States","USD"
"ASC","ASOS PLC","Equity","0.07","80.19","35,190.00","2,822,001.59","2,822,001.59","Consumer Discretionary","GB0030927254","London Stock Exchange","United Kingdom","GBP"
"GRUB","GRUBHUB INC","Equity","0.07","63.81","44,195.00","2,820,082.95","2,820,082.95","Consumer Discretionary","US4001101025","New York Stock Exchange Inc.","United States","USD"
"AA","ALCOA CORP","Equity","0.07","31.55","89,342.00","2,818,740.10","2,818,740.10","Materials","US0138721065","New York Stock Exchange Inc.","United States","USD"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.07","22.24","126,323.00","2,809,423.52","2,809,423.52","Financials","US6802231042","New York Stock Exchange Inc.","United States","USD"
"ENX","EURONEXT NV","Equity","0.07","102.29","27,421.00","2,804,976.22","2,804,976.22","Financials","NL0006294274","Nyse Euronext - Euronext Paris","France","EUR"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Equity","0.07","52.10","53,718.00","2,798,707.80","2,798,707.80","Real Estate","US76169C1009","New York Stock Exchange Inc.","United States","USD"
"HWDN","HOWDEN JOINERY GROUP PLC","Equity","0.07","10.36","270,185.00","2,798,093.92","2,798,093.92","Industrials","GB0005576813","London Stock Exchange","United Kingdom","GBP"
"LHCG","LHC GROUP INC","Equity","0.07","196.63","14,193.00","2,790,769.59","2,790,769.59","Health Care","US50187A1079","NASDAQ","United States","USD"
"PNN","PENNON GROUP PLC","Equity","0.07","13.63","204,626.00","2,789,523.47","2,789,523.47","Utilities","GB00B18V8630","London Stock Exchange","United Kingdom","GBP"
"FL","FOOT LOCKER INC","Equity","0.07","55.48","50,236.00","2,787,093.28","2,787,093.28","Consumer Discretionary","US3448491049","New York Stock Exchange Inc.","United States","USD"
"MAN","MANPOWER INC","Equity","0.07","102.42","27,040.00","2,769,436.80","2,769,436.80","Industrials","US56418H1005","New York Stock Exchange Inc.","United States","USD"
"SINCH","SINCH","Equity","0.07","173.34","15,964.00","2,767,121.43","2,767,121.43","Information Technology","SE0007439112","Nasdaq Omx Nordic","Sweden","SEK"
"EXP","EAGLE MATERIALS INC","Equity","0.07","137.93","19,955.00","2,752,393.15","2,752,393.15","Materials","US26969P1084","New York Stock Exchange Inc.","United States","USD"
"STAG","STAG INDUSTRIAL REIT INC","Equity","0.07","34.42","79,947.00","2,751,775.74","2,751,775.74","Real Estate","US85254J1025","New York Stock Exchange Inc.","United States","USD"
"BWY","BELLWAY PLC","Equity","0.07","47.97","57,321.00","2,749,932.30","2,749,932.30","Consumer Discretionary","GB0000904986","London Stock Exchange","United Kingdom","GBP"
"MMS","MAXIMUS INC","Equity","0.07","92.99","29,517.00","2,744,785.83","2,744,785.83","Information Technology","US5779331041","New York Stock Exchange Inc.","United States","USD"
"TNL","TRAVEL LEISURE","Equity","0.07","63.74","43,013.00","2,741,648.62","2,741,648.62","Consumer Discretionary","US8941641024","New York Stock Exchange Inc.","United States","USD"
"EVR","EVERCORE INC CLASS A","Equity","0.07","137.61","19,920.00","2,741,191.20","2,741,191.20","Financials","US29977A1051","New York Stock Exchange Inc.","United States","USD"
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.07","46.06","59,466.00","2,739,003.96","2,739,003.96","Financials","US10922N1037","NASDAQ","United States","USD"
"JCOM","J2 GLOBAL INC","Equity","0.07","120.15","22,787.00","2,737,858.05","2,737,858.05","Information Technology","US48123V1026","NASDAQ","United States","USD"
"HUN","HUNTSMAN CORP","Equity","0.07","29.12","93,994.00","2,737,105.28","2,737,105.28","Materials","US4470111075","New York Stock Exchange Inc.","United States","USD"
"JHG","JANUS HENDERSON GROUP PLC","Equity","0.07","32.44","84,338.00","2,735,924.72","2,735,924.72","Financials","JE00BYPZJM29","New York Stock Exchange Inc.","United States","USD"
"UBSI","UNITED BANKSHARES INC","Equity","0.07","38.69","70,501.00","2,727,683.69","2,727,683.69","Financials","US9099071071","NASDAQ","United States","USD"
"CIT","CIT GROUP INC","Equity","0.07","51.82","52,635.00","2,727,545.70","2,727,545.70","Financials","US1255818015","New York Stock Exchange Inc.","United States","USD"
"BLD","BORAL LTD","Equity","0.07","4.48","607,288.00","2,721,165.83","2,721,165.83","Materials","AU000000BLD2","Asx - All Markets","Australia","AUD"
"BL","BLACKLINE INC","Equity","0.07","112.09","24,270.00","2,720,424.30","2,720,424.30","Information Technology","US09239B1098","NASDAQ","United States","USD"
"MIN","MINERAL RESOURCES LTD","Equity","0.07","29.55","91,952.00","2,717,523.89","2,717,523.89","Materials","AU000000MIN4","Asx - All Markets","Australia","AUD"
"MTZ","MASTEC INC","Equity","0.07","97.65","27,794.00","2,714,084.10","2,714,084.10","Industrials","US5763231090","New York Stock Exchange Inc.","United States","USD"
"CCMP","CMC MATERIALS INC","Equity","0.07","195.28","13,864.00","2,707,361.92","2,707,361.92","Information Technology","US12571T1007","NASDAQ","United States","USD"
